rating,comment
bintang 5,"okesih. murah. meskipun yg dtg seri F9, padahal pesennya F9-5.1"
bintang 5,pengiriman cepat dan berfungsi baik
bintang 5,mayan lah..yg penting kedenger👍
bintang 5,"buat di harganya ini worth it bgt sih, bass, treble, vokal pas bgt, ga dominan di salah satu. enak didenger, mudah2an awet"
bintang 4,sehari pemakaian yg sebelah kanan kadang kemresek kadang nggak.. padahal volume mentok cuma 70%
bintang 5,"worth it banget. touch screen berfungsi dengan sangat baik, pause 1x touch, next song 2x, previous 3x. GG banget"
bintang 5,"mantap, pengirimannya cepet, lebih cepat dari estimasi"
bintang 1,"Suara nya sering mati hidup, slalu yang kiri dulu yang mati, lanjut yang kanan. terima kasih"
bintang 5,Pesanan telah diterima. Makasih
bintang 5,pesanan oke bgt berfungsi dgn bagus packing rapi dan keamanan barang oke.sukses sllu......
bintang 5,"bagus, sesuai harga. lumayan untuk denger musik. terimakasih seller"
bintang 5,Barang bagus sesuai pesanan Terimakasih
bintang 4,"pengiriman cepat, packing sangat baik, kualitas twsnya biasa aja kualitas eartips siliconenya kurang bagus dan fittingnya gada yg cocok di kuping saya dampaknya kualitas..."
bintang 5,keren good pengiriman cepat
bintang 5,"terimakasih buat semuanya, barang sudah sampai wlw jauh akhirnya datang"
bintang 1,"Barang belum sampai sampai sekarang,di tanya ke delivery nya salah kirim"
bintang 5,respon cepat
bintang 5,terima kasih kak .
bintang 5,Barang bagus qualitas suaranya baguus
bintang 5,keren
bintang 5,"Gpp dapet varian 5.2, bass lumayan sesuai harga"
bintang 5,suaranya mantab...barang sesuai gambar...pengiriman lumayan cepat...packing biasa...baterainya semoga awet dan gak gampang drop...
bintang 5,"bagus sihh ,, tapi kabel.y sudah putus ,,😁👌"
bintang 4,"panduan gak ada yg versi indo, tp yg fungsi n kegunaan.a sudah bagus..."
bintang 5,barang oke normal tengkiu
bintang 5,sudah sampai..
bintang 5,"Bagus, pengiriman cepat. Worth it untuk harga segini♥️. Nyaman pas dipake🥰"
bintang 5,mantul
bintang 5,ya bagus 👍
bintang 5,barang original sesuai dengan harga
bintang 5,Mantep suaranya
bintang 5,Mantap produknya
bintang 5,"sesuai dg barang y, pengiriman cepat"
bintang 5,barang cepat sampai
bintang 5,untuk harga segini lumayan lah
bintang 5,"Keren abis,, suara mantap.."
bintang 5,bagus mantap cepat
bintang 5,Barang berfungsi dengan baik. pengiriman juga cepet. thanks 👌🏻
bintang 5,mantap real pict
bintang 5,"Suara mantap,,bass mantap ,,Cocok di harga yang cukup murah, Worth it pokonya"
bintang 1,sebelah kiri cpt hbs daya di bandingkan kanan
bintang 5,Mantap...cuma di sisi t4 input dan output kurang bagus
bintang 5,mantap ....... produk sesuai deskripsi berfungsi dengan baik fast respon fast delivery recomended seller
bintang 5,mantaff & berkwalitas
bintang 5,barang bagus
bintang 5,Alhamdulillah barang sudah sampai dan berfungsi dengan baik. terima kasih buat penjual dan Pak kurir.
bintang 5,👍👍👍
bintang 5,barang bagus
bintang 5,"sesuai hrg,"
bintang 5,toko terbaik😁👍🏻
bintang 4,lumayan lah sesuai dengan harga terima kasih seller
bintang 5,mantul bang awet barangnya alhamdulillah
bintang 5,good pisan
bintang 5,"Kualitas mantap, sesuai harga. Semoga awet lama."
bintang 5,"Barang bagus, berfungsi dengan baik, packing aman dan rapi."
bintang 5,berfungsi dengan baik
bintang 5,"mantap, barnag berfungsi dengan baik👍 semoga awet"
bintang 5,"mantap, packing bagus"
bintang 5,Mantaap...sesuai pesanan recomended seller
bintang 5,"suaranya bagus, barangnya bagus. 10/10"
bintang 5,mantap smoga awet
bintang 5,"capat sampai, barang mantap sesuai dng harga"
bintang 5,"oke mantapsss sesuai dengan harga, tidak berharap banyak hehe"
bintang 5,good quality dan kerennn
bintang 5,"Mantab Tws nya. Stereonya fungsi. Tapi bicara kualitas audio, ya ada harganya"
bintang 5,barang bagus sesuai diakripsi....trims
bintang 5,barang sesuai pesanan.suaranya mantaf.trebelnya mantaf.bassnya lumayan. dan terakhir batrainya awet.kurir cepat. ini baru is the besss.
bintang 5,"kualitas Ok, sesuai deskripsi, pengiriman cepat,"
bintang 5,"Ada harga ada kualitas, kalau ekspektasimu terlalu tinggi mending beli yang branded sekalian. Btw, barang yang gw terima sebelah kiri mati awalnya tapi mau nyambung tiba..."
bintang 3,kualitas sesuai harga.
bintang 1,mati sebelah... di chat gagg di respon
bintang 5,Barangnya bagus dan dibungkus dengan rapi sehingga diterima oleh kustomer baik dan tidak cacat
bintang 5,sip
bintang 5,mantap brangnya
bintang 5,"Ya namanya kere hore, lumayan ok, cuma sering tiba-tiba ga koneksi, ntar konek lagi, kadang mati separoh, kadang delay"
bintang 5,Bagus.
bintang 5,Alhamdulillah barang tiba lebih awal dari pada yang diperkirakan. Barang cukup bagus
bintang 5,barangnya dah yampe sesuwe pesanan.tokoya amanah kurirya yaramah
bintang 5,mantab... kwalitas suara bagus bgt untuk harga segitu.. pengiriman sangat cepat 1x24 jam.. order sabtu sampe rumah minggu..
bintang 5,Pengiriman nya cepat dan packing nya rapih
bintang 5,"suara bagus, hanya saja pengiriman harusnya lebih cepat tp ternyata terlambat padahal udh pilih yg paling cpet"
bintang 5,"pelayanan oke, transaksi langsung diproses dan dikirim dihari yg sama jadi cepat sampai. produk sesuai deskripsi, belum dicoba."
bintang 5,"mantep cuy, paket sampai dengan selamat (ya walaupun dus nya penyok) dan Alhamdulillah gk ada kerusakan apapun"
bintang 5,"Barangnya bagus, pengiriman cepat, pokoknya puas"
bintang 5,sesuai deskripsi..berfungsi dgn baik..proses pengiriman cepat..Trima ksih seller n tokped🙏
bintang 5,bagus
bintang 5,"mantap barangnya...murah meriah barang jossss,tidak mengecewakan"
bintang 5,"alhamdulillah, bisa digunakan. bismillah semoga awettt.. Terima kasih selleerr.."
bintang 5,"seller fast respon,kualitas prod bgs,pengiriman cpt,barang smp dgn aman,maaf tdk foto krn sy blm smp rumah.tq seller,kurir&toped."
bintang 5,masokkk
bintang 5,Mantap. Fungsi lancar jaya.
bintang 5,barang pesanan wis dateng dan dpt berfungsi dgn baik. trims
bintang 5,mantap
bintang 5,Berfungsi dengan baik dan normal.. suara kategori lumayan.. semoga awet..
bintang 5,"berfungsi dg baik, istri pun senang...."
bintang 5,Berfungsi dengan baik dan worth it
bintang 5,mantap
bintang 5,"Produk Original, Rekomended Seller 👍🏻👍🏻🙂"
bintang 3,yg 1 nyaa mati..
bintang 5,"orderan sdh diterima dengan baik, sesuai deskripsi, berfungsi dengan baik, Trmksh..."
bintang 5,"Puas banget, suaranya bagus dan jernih. Mau beli lagi"
bintang 5,"Alhamdulillah barang nya bagus, dan datangnya cepet."
bintang 5,puas sampe heliin buat sodara
bintang 5,Barang bagus pengiriman cepat rekomended deh
bintang 5,"mantap, barang bagus, suara jernih, harga murah kwalitas gak murahan"
bintang 3,"headset yg sebelah kiri nyala mati, padahal sdh dicharge tp masih tetep tdk lancar"
bintang 5,Respon cepat. mantapp
bintang 5,semoga awet
bintang 5,puas banget barang bagus murah lagi ..egk nyesal untuk belinya
bintang 2,hedset sebelahnya gak nyambung/terkoneksi
bintang 5,respon seller bagus. pm masalah produk langsung ditanggapi. pengemasan bagus. semoga awet dipake produknya
bintang 5,Barangnya oke tapi pihak pengirim yg bilangnya SI CEPOT itu LAMA BANGET
bintang 5,mantap banget suaranya
bintang 4,"Mantap, barang berfungsi dengan baik. Good"
bintang 5,best
bintang 5,mantapppp
bintang 5,memuaskan
bintang 5,"sejauh ini mantabbb,,, seller ok, barang ok"
bintang 4,kualitas sesuai dengan harga
bintang 5,barang original
bintang 5,Barang sesuai pesanan dan berfungsi baik.. seller cepat dam responsif
bintang 5,"untuk barang dibawah 100k, ini cukup bagus"
bintang 4,Bgus aja ... blm tau umur y brapa lama
bintang 5,harga sesuai kwalitas. 👍👍
bintang 5,mantapp
bintang 5,barang bagus meskipun kotaknya penyok
bintang 1,saat sedang telpon suara nya tidak terlalu terdengar walaupun volume sudah full
bintang 5,lumayan
bintang 4,"barang diterima dalam kondisi baik. untuk sinyal blootothnya gak bisa jauh"", bahkan ketika hp dimasukkan ke saku celana, konektivitas terganggu, sering sendat"", y..."
bintang 5,bgs
bintang 5,berfungsi dengan baik. barang yg diperoleh jauh melebihi harga di bayar
bintang 5,kualitas barangnya bagus 👍
bintang 4,agak kecewa dikit soalny penutup nya kek dah rusak
bintang 5,barang bagus
bintang 4,terimakasih barang nya sudah sampai sesuai pesanan semoga awet
bintang 5,mayanlah sesuai dengan harga .
bintang 4,"batrenya awet, kualitas suaranya sendiri worth it kok untuk ukuran harganya walaupun kayaknya untuk pecinta bass serasa kurang, tapi untuk saya yg suka musik yg dominan d..."
bintang 1,dok casan nya dah ga bisa cas cepat mati
bintang 3,headset sebelah kiri suaranya kecil
bintang 3,"overall bagus pengiriman sesuai, tapi untuk yang sebelah kanan ketika di connectkan ada sedikit bunyi nging nging yng cukup menggangu, sukses selalu"
bintang 1,diaplikasi sudah selesai tapi saya belum menerima barang nya entah masih dikurir atau tidak dikirim dr penjualnya terima kasih
bintang 4,tingggal dicoba
bintang 5,Mantul
bintang 5,sesuai dan berfungsi dengan baik
bintang 5,barang nya bagus suara nya merdu
bintang 5,Alhamdulillah sudah Datang dengan kondisi normal
bintang 5,"semua barang bagus,"
bintang 5,"barang sudah sampai dengan selamat packing rapih, penjual ramah dan fast respon, pengiriman cepat"
bintang 4,barang bagus murah semoga awet
bintang 5,"Barang diterima dengan baik, tidak ada cacat dan sesuai harapan..tq"
bintang 5,mantap
bintang 4,"semoga awet, untuk segi kualitas sesuai dengan harga ya cukup bagus"
bintang 5,recommended seller!
bintang 5,barang bagus no minus
bintang 5,barang bagus👍
bintang 5,okelah. bruntung dapet yg sesuai 😁 . biasae klo beli barang onlen . rada rada gagal
bintang 5,terimakasih. berfungsi 2 2 nya. pengiriman cepat..
bintang 5,Biar bintang dan gambar yg berbicara. Yang pastinya... Is the best.
bintang 5,"suara ok, nyaman dipakai, kualitas mantappppp"
bintang 5,Dengan harga terjangkau kwalitas oke
bintang 5,barangnya bagus cuman suaranya kurang ngebass aja
bintang 5,barang oke berfungsi dengan baik
bintang 5,"pengiriman cepat, barang sesuai foto ,kualitas bagus banget"
bintang 5,siiipp..barang berfungsi dengan baik...
bintang 5,mantap
bintang 5,keren sik walau batrei cepet habis
bintang 5,barang nya bagus
bintang 5,"barang sudah di Terima, dan berfungsi dgn 👍"
bintang 5,good produk
bintang 5,"barang bagus, suara jernih, pengiriman cepat,.. rekomendasi utk penjual nya.."
bintang 5,beli kedua kalinya... puas dengan barangnya.. semoga awet
bintang 5,sesuai harga berfungsi dengan baik
bintang 5,"harga terjangkau, suara oke, tidak ada yang cacat berfungsi normal semuanya. Thank you seller"
bintang 5,siiiip
bintang 5,bagus barangnya... terimakasih
bintang 5,barang lumayan bagus sesuai gambar
bintang 5,so far goodlah diharga segitu
bintang 5,oke laah sesuai bass nya sopan
bintang 5,ok trims.
bintang 5,ok. banget
bintang 5,mantap
bintang 5,ok lah
bintang 5,Bagus
bintang 5,barang bagus dan suara cukup lumayan
bintang 5,puas
bintang 5,"suara lumayan ngebas ,pokoknya mantap . desain simple"
bintang 5,"beli tws ini terinspirasi dari SobatHAPE, bagus sih barangnya"
bintang 1,"earphone kanan tidak berfungsi, respon complain mengecewakan"
bintang 5,oke
bintang 5,"barang cukup bagus,kualitas suara sesuai harga sudah dua bulan pemakaian tidak ada kendala..."
bintang 5,Barangnya original 👍
bintang 5,mantap
bintang 5,barang ok Barangnya original 👍 Suaranya jernih Desainnya modern 😍 Material premium
bintang 5,sampe sekarang masih saya pakai dan mntap
bintang 5,Value for money
bintang 1,earphone yg left tidak bisa terhubung ke android/hp nya.
bintang 5,mantapp langsung dicoba suaranya ok
bintang 5,pengemasan cepat pengiriman cepat packing rapi
bintang 5,mantap
bintang 5,kasih 5 bintang ..oke lah anak seneng
bintang 2,mudah rusak earbudsnya satu cepet abis satu lagi ga bisa di charge
bintang 4,"pengiriman cepat, barang berfungsi dg baik"
bintang 5,"Twsnya bagus, kekurangan sama kaya review yang lain suara sering ilang di awal penggunaan untuk 1-3 detik tapi setelah itu normal. kualitas suara sangat bagus untuk di ha..."
bintang 5,respon baik pengiriman cepat.. utk brg ga bisa komen krn hilang sebelum dicoba☺
bintang 3,suaranya kresek2 dan jauh
bintang 3,"yg dateng beda dari yg dipesen, headset sebelah kanan bunyi kresek² mulu"
bintang 5,"Pengiriman dan packaging baik, berfungsi dengan baik tahan jatuh. Keren LED nya, kualitas suara bagus, dan baterainya super awet"
bintang 5,"Pertama di pake agak kagok blm terbiasa,suara oke,basnya oke,desain oke...okelah semua,siiiipp 👍"
bintang 5,barang sdh diterima dg baik
bintang 5,suara bass nya mantul banget... luv it.. moga2 awet
bintang 2,tidak sesuai dengan yang sy pesan
bintang 2,gimana sihh..pesannya F9-5 dikirim f9-5.1 KECEWA BANGETT
bintang 5,Suaranya jernih Desainnya modern 😍 Harganya terjangkau
bintang 5,Harganya terjangkau
bintang 5,"packing aman, barang oke, berfungsi semua, suara sekedar keras, bass nya kurang ""nendang"" Barangnya original 👍 Harganya terjangkau Koneksi Android lancar"
bintang 5,"barang oke, produk sesuai deskripsi, pengiriman lumayan cepat, admin cukup fastrespon"
bintang 5,sesuai pesanan moga kuat dan awet terimakasih :-)
bintang 5,"omg,pecco bagnaian crash in motegi"
bintang 4,Barangnya original 👍
bintang 5,Sip
bintang 5,so far so good semoga awet pengiriman lumayan cepet. lumayan dapet diskon.
bintang 1,barang yang dikirim tidak sesuai dengan yg di pesan. dan suaranya pelan sebelah. saat di koplen ke toko tidak bisa. dengan alasan tidak ada video unboxing
bintang 5,ma tap
bintang 5,"sesuai harga. cuma kadang suka hilang sebentar suaranya, selebihnya oke"
bintang 1,"di detail pesanan saya pesen f9-5 bukan f9-5.1 di catatan juga saya tulis , yang dikirim tetep aja f9-5.1 kalo barangnya ga ada hapus aja lah , jangan dikirim yang lain ."
bintang 5,Harganya terjangkau Value for money Penjualnya ramah banget Proses pesanan cepat
bintang 1,yang dateng beda tipe
bintang 5,"Mantap dengan harga segini...bisa muncul indikator pengisian, bisa tap tap berbagai fungsi, dan bisa jadi powerbank sih mantap banget...tentunya ada kekurangan yaitu jara..."
bintang 5,Barangnya original 👍 Koneksi Android lancar Suaranya bersih Proses pesanan cepat
bintang 1,pembelian ke 2 asli kecewa beda dgn tipe dan deskripsi nya
bintang 5,yaa lumayan la walaupun yg dateng malah f9-5.1 tapi oke la
bintang 4,saya pesan yg versi f9-5 yg datang versi f9-5.1 belum dicoba baru dicas dulu.
bintang 5,Puas bangett!!
bintang 1,"tidak sesuai pesanan, dipesankan F9-5,,,, yg datang F9"
bintang 5,siap
bintang 5,barang super keren bingit... pokok nya keren abis... semoga awet... thanks...
bintang 4,barang lumayan bagus untuk harga segini
bintang 4,barang bagus walaupun salah pengiriman
bintang 5,"brg sdh smp dan sesuai pesanan,mksh"
bintang 5,bagus
bintang 5,minus: kadang suka disconnect sendiri maklum harga segini selebihnya oke banget kualitas suara juga bagus
bintang 5,Barangnya original 👍
bintang 5,lumayan bagus untuk harga segini
bintang 5,Terimakasih banyak untuk best seller dan cepat datang.
bintang 5,pembelian kedua kali dari seller ini dengan respon yang cepat produk berfungsi dengan baik pengiriman sesuai dengan estimasi semoga seller semakin sukses
bintang 1,barang yang dibeli kemasan kondisi penyok segingga kemasan rusak belum di coba kualitasnya
bintang 5,Barangnya original 👍 Suaranya jernih Suaranya bersih
bintang 5,batrenya awet...mantap
bintang 4,"suara bagus, tetapi sinyalnya suka ilang""an"
bintang 5,barang bagus
bintang 5,Harganya terjangkau kualitas sesuai harga lumayan lah harga standar kualitas pun standar
bintang 3,"Pesen yg F9-5 tapi yg nyampe F9-5i 🤔 Tapi ga ap² deh, ikhlas aj biar awet"
bintang 5,"baguss, murah, berfungsi dg baik, pb nya kurang cock untuk charger hp karna karna cpt panas dan cpt abis tp kalo buat airpods nya cocok."
bintang 5,"Sesuai deskripsi, fungsi normal semua. Semoga awet..."
bintang 5,"respon seller Cepat, barang ok sesuai deskripsi. mantap good seller"
bintang 5,mantap....
bintang 3,"Begitu diterima saya lihat fine2 aja makanya saya klik sudah, tapi ternyata indikatornya gak nyala, jadi ya agak bingung soal baterai dan kapan harus dicharge. Kualitas s..."
bintang 5,barang nya bagus bass nya kerasa banget
bintang 5,keren ini murah meriah dan asli suara bagus
bintang 5,Barangnya original 👍 Suaranya jernih Desainnya modern 😍 Koneksi bluetooth kuat Harganya terjangkau Bass-nya mantap Penjualnya ramah banget
bintang 5,"sampai saat ini Masih berfungsi baik, dengan harga segitu sangaattt memuaskan...belum pernah uji ketahanan batre tp buat meeting online harian sudah sangat cukup.... semo..."
bintang 5,"barang bagus harga terjangkau, cuma agak lama aja proses pengirimannya"
bintang 5,joss good 👍👍👍
bintang 4,"barang lumayan,,,sesuai harga,,,pengiriman lama,,,"
bintang 5,Barang berfungsi dengan baik..
bintang 1,"JANGAN BELI DARI TOKO INI. earphone rusak, chat lama/bertele2 sehingga lewat batas waktu complain. tidak bisa tukar barang yg sempurna. diminta kembalikan barang utk refu..."
bintang 5,"Mantul, barang original. sudah dicoba suara jernih. pengiriman dan respon seller juga cepat. makasih tokped dan seller."
bintang 5,"pengiriman cepat,barang sesuai Barangnya original 👍 Suaranya jernih"
bintang 4,barang nyampe aman cuma pengiriman lumayan lama
bintang 5,mantul
bintang 5,Barangnya original 👍 Nyaman dipakai lama Suaranya jernih Desainnya modern 😍 Koneksi bluetooth kuat Baterai tahan lama
