rating,comment,sentiment,clean_comment
5,buat yg komen nyala sebelah aja coba deh cas dlu atau engga otak atik lebih deh.. itu tws bisa di pake secara individu..bisa bersamaan cas aja dlu . awal datang yg kanan...,positive,yang komen nyala belah aja coba deh cas atau otak atik deh tws di pake individu sama cas aja awal yang kanan
4,"1 nyala nya sebelah,, beda jaringan bluetooth",positive,nyala belah beda jaring bluetooth
4,"ma'af agak kecewa karena telat pengiriman,soal yg lain aman aj",positive,ma af kecewa telat kirim yang aman aja
5,"respon cepat, produk sesuai deskripsi",positive,respon cepat produk sesuai deskripsi
5,"packny aman, barangnya aman tidak lecet ato rusak.",positive,packny aman barang aman lecet rusak
5,"barang oke, nyaman ditelinga, suara cakep",positive,barang oke nyaman telinga suara cakep
5,mantap berfungsi dengan baik..makasih ya,positive,mantap fungsi baik terima kasih
5,barang sudah di terima dan kualitasnya bagus terimakasih,positive,barang di terima kualitas bagus terima kasih
5,sangat memuaskan 👍👍👍,positive,muas
5,"beli yg ke 2 berfungsi dengan baik, packing aman thanks seler",positive,beli ke fungsi baik packing aman terima kasih jual
5,bagus rumaya sesuai harga,positive,bagus rumaya sesuai harga
5,tepat waktu dan sesuai,positive,waktu sesuai
5,respond dan pengiriman cpt packing aman ... suaranya dan bass oke.. hanya tdk sesuai gambarnya warna emas yg dikirim warna item ... dan utk cable cass nya terlalu pende...,positive,respond kirim cepat packing aman suara bass oke tidak sesuai gambar warna emas kirim warna hitam utk kabel cass terlalu pende
5,josss,positive,mantap
4,"barang sesuai dg spek,,pengiriman cepat,,tp....compalin dikit ya,,suaranya terputus jika da penghalang misalnya tembok rumah/bangunan,jika hp tidak dipegang/dibawa jarak...",positive,barang sesuai spesifikasi kirim cepat compalin dikit suara putus da halang tembok rumah bangun ponsel pegang bawa jarak
5,barang sesuai harga sesuai,positive,barang sesuai harga sesuai
5,"barang sesuai dgn deskripsi, berfungsi baik, fast respond seller, packing aman, mantap, terima kasih seller",positive,barang sesuai deskripsi fungsi cepat respond jual packing aman mantap terima kasih jual
5,"barang ok dan berfungsi dengan baik, terimakasih",positive,barang dan fungsi baik terima kasih
5,walaupun pengiriman agak lama... tapi barang ok banget 👍,positive,kirim lama barang sangat
5,ok sip,positive,sip
5,berfungsi dengan baik tws nya 👍👍👍,positive,fungsi baik tws
3,baterai cepat ngedrop,neutral,baterai cepat ngedrop
5,terimakasih mantab,positive,terima kasih mantap
5,ok.. mantap,positive,mantap
5,"suaranya bagus, berfungsi dengan baik, packingnya aman dan rapih. respon penjual cepat, pengiriman cepat. recommended",positive,suara bagus fungsi baik packingnya aman rapih respon jual cepat kirim cepat
5,barang oke cuman dus angak penyok sama pengiriman super lama.tapi seller mantab satset. sound sesuai harga gak nyangka harga segitu barang fungi normal. worth kalo cuman...,positive,barang oke cuman dus angak penyok kirim super tapi jual mantap cepat sound sesuai harga sangka harga segitu barang fungi normal harga kalo cuman
5,maaf ulasan telat tapi barang mantafff.,positive,maaf ulas telat barang mantafff
5,sesuai dengan eskpetasi dan cepat sampai,positive,sesuai eskpetasi cepat
3,kotaknya udh pernh dibuka ini.. saya liat riview nya dmana.. kotaknya masih bepelastik.. tpi untungnya barang masih aman,neutral,kotak pernh buka saya liat riview dmana kotak bepelastik untung barang aman
5,mantuuulllll respons n pengiriman cepat.......thank y,positive,mantuuulllll respon kirim cepat terima kasih
5,"barang datang dengan mulus aman, dan normal suara mamtep 👍👍👍👍",positive,barang dengan mulus aman normal suara mamtep
5,trims pinzy n toped. barang kami terima baik. gbu all...,positive,terima kasih pinzy tokopedia barang terima gbu all
5,bagusssss,positive,bagusssss
5,mantaap ...mksh gan,positive,mantap terima kasih juragan
5,packingnya aman....barang berfungsi sesuai dengan description,positive,packingnya aman barang fungsi sesuai deskripsi
5,lumayan lah ...,positive,lumayan
5,"pengiriman cepat, fast respon & ramah, qualitas good. recomend",positive,kirim cepat cepat respon ramah kualitas bagus
3,bad quality sebelah kanan sudah somplak sedikit cuman tidak apa selama masih berfungsi namun mengurangi rasa keindahan,neutral,bad quality belah kanan somplak cuman apa masih fungsi kurang indah
5,siiiip,positive,siiiip
5,produk bagus recommended,positive,produk bagus
5,packing aman pakai bubble wrap kardus lengkap kabel usb ada eartip cadangan jg tersedia unboxing pairing aman semua nice thankss,positive,packing aman pakai bubble wrap kardus lengkap kabel usb eartip cadang sedia unboxing aman nice thankss
4,suara cempreng...,positive,suara jelek
3,barang berfungsi dengan baik,neutral,barang fungsi baik
5,terima kasih,positive,terima kasih
5,"suara mantap baterai awet, murah, tidak perlu beli yg mahal",positive,suara mantap baterai awet murah perlu beli mahal
5,worth it bnget lah harga segini,positive,harga bnget harga gin
4,sayang bgt gaada keterangan (l) dan (r) nya terus untuk yang kanan fitur touch nya ga jalan,positive,sayang gaada terang untuk kanan fitur sentuh nya tidak jalan
5,"barang sudah sampai dengan aman, packing rapi dan aman, fitur berfungsi dengan baik, terimakasih banyak",positive,barang sampai aman packing rapi aman fitur fungsi baik terima kasih
5,"twsnya kerenn bngt, fitur berfungsi dengan baik",positive,twsnya kerenn banget fitur fungsi baik
5,tq..... barang berkualitas,positive,terima kasih barang kualitas
5,"respon penjual dan proses pengiriman cepat. kualitas barang sesuai spec, bagus.",positive,respon jual proses kirim cepat kualitas barang sesuai spesifikasi bagus
5,mantap,positive,mantap
5,keren mantap,positive,keren mantap
5,ok,positive,
5,mantap barangnya sangat bagus,positive,mantap barang bagus
3,"sering susah untuk tersambung, terlalu sensitif terhadap gerakan sehingga bisa tiba-tiba mati pause atau berganti lagu karena gesekan (yg saya alami terkena rambut), dan...",neutral,susah sambung sensitif gera bisa tiba mati pause ganti lagu gesek saya alami kena rambut
5,"durung di cacak,, menawe muantep baee suarane",positive,durung cacak menawe muantep baee suarane
4,"terkadang koneksi headset antara kiri dan kanan kurang baik ,jadi suara terkadang hilang ,sorry kakinya keliatan",positive,terkadang koneksi headset kiri kanan baik suara terkadang hilang sorry kaki liat
1,"sebenernya setengah hati buat beli tws abal-abal ini, kalo aja nggak terpengaruh sama review di yt mungkin saya emg nggak akan pernah beli, tapi liat direview twsnya oke,...",negative,sebenernya hati beli tws abal abal kalo aja pengaruh review yt saya emg akan beli liat direview twsnya oke
5,"paket mendarat dengan aman dan cepat, kualitas bagus untuk harganya yang segitu",positive,paket darat aman cepat kualitas bagus harga segitu
5,aman,positive,aman
1,tidak berfungsi dengan baik salah satu headset nya...yg bisa cuma 1 sj...parah banget neh...yg nyala cuma 1 ..ini sudah di cas...,negative,fungsi baik salah headset sj parah neh yang nyala cuma ini di cas
5,"bass terasa banget, barang mendarat dengan aman, dus aman baterai awet banget, semoga awet",positive,bass barang darat aman dus aman baterai awet sangat moga awet
4,"sesuai dgn iklan.. berfungsi dgn baik.. blm dipakai utk penggunaan sehari-hari, hanya dicoba connect utk tlp saja.. oiya, pd saat tiba kardusnya penyok, tp twsnya aman.....",positive,sesuai iklan fungsi baik pakai utk guna hari hanya coba connect utk tlp oiya saat kardus penyok twsnya aman
5,mantap keren,positive,mantap keren
4,memuaskan hehe,positive,muas hehe
5,sesuai pesanan,positive,sesuai pesan
5,"awalnya panik kar3na ga nyala sebelah, tapi setelah d cas bisa",positive,panik kar na nyala belah telah cas
5,mantul bet gan,positive,mantap bet juragan
4,"headset nya cukup bagus, batrenya awet tapi yang kiri lebih cepet abis 20 menit lebih dulu dibanding yang kanan",positive,headset cukup bagus batrenya awet kiri cepat abis menit dulu banding yang kanan
5,mantap lah,positive,mantap
5,"barang dah sampe n sesuai pesanan. dcash ok, cm blm dcoba ja. smg sesuai. suksee buat smua ny n smg slalu amanah",positive,barang dah sesuai pesan dcash cuma coba moga sesuai suksee semua ny moga amanah
5,"mantap, semoga awet👍👍",positive,mantap moga awet
5,"barang sesuai pesanan, pengiriman cepat dan seller responsif",positive,barang sesuai pesan kirim cepat jual responsif
5,good lah semoga awet,positive,bagus moga awet
5,"packingnya rapih, barangnya bagus dan berfungsi semua....",positive,packingnya rapih barang bagus fungsi
5,"good choise, mantap",positive,bagus choise mantap
5,"kualitas setara dengan harga. murah meriah, tidak takut hilang kalau dipakai naik sepeda. packing rapi, respon cepat",positive,kualitas tara harga murah riah takut hilang pakai sepeda packing rapi respon cepat
5,sangat memuaskan mksih,positive,muas mksih
5,berfungsi dengan baik,positive,fungsi baik
5,👍👍👍👍,positive,
5,kwalitas top walau harga murah,positive,kualitas baik harga murah
5,"keren juga.... yang kiri lagi dipake, yang kanan lagi di charger, jadi bisa ganti - gantian gtuh👍proses konfirmasi pesanan cepat, packing rapi, pengiriman cepat, oke lah...",positive,keren kiri dipake yang kanan di charger bisa ganti ganti gtuh proses konfirmasi pesan cepat packing rapi kirim cepat oke
5,"akhirnya sampai juga, suaranya pas tidak ada masalah bass mantap no delay nice lah 👍",positive,sampai suara pas ada bass mantap delay nice
5,"packing aman dan rapi berfungsi dg baik kualitas sesuai hrg lah, untuk harga segini udah bagus banget kanan kirinya jg berfungsi dg baik",positive,packing aman rapi fungsi baik kualitas sesuai harga harga gin udah bagus kanan kiri fungsi baik
1,barangnya cepat rusak,negative,barang cepat rusak
5,"mantab, ga boong, yg penasaran beli aja, ga akan rugi",positive,mantap boong penasaran beli aja akan rugi
5,murmer jossss,positive,murah riah jossss
4,"lumayanlah, sesuai harga",positive,lumayan sesuai harga
5,"mantap kren, suara josss banget, basss nya ok",positive,mantap kren suara mantap basss ok
5,mantap sesuai ap yg ad diiklankan,positive,mantap sesuai ap ad iklan
2,bagian kiri sama sekali tidak ada suara sama sekali,negative,kiri sekali ada suara sekali
5,barangnya rekomended..ok banget,positive,barang rekomended sangat
4,"kualitas sesuai harga . tapi kapok pake pengiriman s*cepat, barang tiba 4 hari setelah estimasi tiba. itu pun harus chat cs nya dulu",positive,kualitas sesuai harga kapok pake kirim cepat barang hari estimasi itu harus chat cs dulu
3,cuma 1 yang berfungsi,neutral,yang fungsi
2,kanan kiri g bisa langsung nyambung harus hapus penyandingan dikonekin lagi baru bisa nyambung,negative,kanan kiri langsung nyambung hapus sanding dikonekin baru nyambung
3,kurang kenceng,neutral,kenceng
4,headsetnya yang hidup hanya 1,positive,headsetnya hidup
5,"barang sudah sampai ya gan, sesuai dengan permintaan , thank you gan, sukses selalu",positive,barang sampai juragan sesuai minta terima kasih juragan sukses
5,paking kuat dan rapi produk sangat bagus dan baik pengiriman sangat bagus dan cepat sampai terimakasih,positive,emas kuat rapi produk bagus baik kirim bagus cepat terima kasih
5,bagus,positive,bagus
5,"mantap, toko langganan yang tidak pernah mengecewakan 👍👍👍👍",positive,mantap toko langgan tidak kecewa
4,barang bagus dan murah,positive,barang bagus murah
5,"pengiriman cepat, barang berfungsi dgn baik.",positive,kirim cepat barang fungsi baik
1,ga kebaca di hp maupun laptop manapun,negative,baca ponsel laptop mana
4,terima kasih berfungsi dengan baik,positive,terima kasih fungsi baik
5,********,positive,
5,mantab semuanya,positive,mantap
5,"barang bagus dengan harga segitu,,,pengiriman cepat",positive,barang bagus harga segitu kirim cepat
5,bagus murah,positive,bagus murah
5,sesuai,positive,sesuai
4,mayan harga segini. bass nya juga kedengeran mntp lah,positive,lumayan harga gin bass juga kedengeran mantap
5,"mendarat dg aman,barang sesuai pesa.kwalitas sesuai harga",positive,darat aman barang sesuai pesa kualitas sesuai harga
5,barang sampai dgn aman,positive,barang dengan aman
5,"kualitasnya diatas harga sih, udah dipake 2 hari ini nggakda masalah, moga barangnya bisa lama diapakai. kasih bintang 5 deh",positive,kualitas atas harga sih udah dipake ini nggakda moga barang lama diapakai kasih bintang deh
5,"paketnya sampai dengan aman,kualitas worth it sesuai harga,cepat kurirnya juga ramah,terimakasih",positive,paket dengan aman kualitas harga sesuai harga cepat kurir ramah terima kasih
5,ngechas berfungsi dgn baik,positive,ngechas fungsi baik
5,"cuma baru pertama disambungin patah2 suaranya tp lama-lama stabil,overal yg lain okee saran yg udh beli tambahin aplikasi booster volume",positive,baru disambungin patah suara lama stabil overal lain oke saran sudah beli tambahin aplikasi booster volume
5,"overall ok, kualitas sesuai harga, produk berjalan dengan baik, salah satu tws rekomendasi di budget 50ribuan tp kualitas ok. rekomen banget.",positive,kualitas sesuai harga produk jalan baik salah tws rekomendasi budget ribu kualitas ok rekomendasi
5,wlau pengriman agak lma dn packing kurng rapi jdi dusnya penyok2 tpi ga msalah yg pnting sesuai pesanan dn berfungsi dngn baik suaranya sngt memuaskan😁trima ksih🙏🏻,positive,wlau rim lma packing kurng rapi dus penyok tidak msalah penting sesuai pesan fungsi baik suara sngt muas terima kasih
5,"barang sampai tujuan, packing rapih & barang berfungsi dengan baik",positive,barang tuju packing rapih barang fungsi baik
5,mantap harga murah,positive,mantap harga murah
4,berfungsi sesuai harga...,positive,fungsi sesuai harga
5,"material lumayan bagus,,,kualitas suara treble bass cukup bagus,,not bad utk harga segini",positive,material lumayan bagus kualitas suara treble bass bagus bad utk harga gin
5,ok..barang dah saya trima dengan aman..mantaaaaaapppp....mksh👍🙏,positive,barang dah terima aman mantaaaaaapppp terima kasih
5,kualitasnya bagus banget,positive,kualitas bagus
5,"berfungsi normal, docking charger nya lumayan gede, semoga awet tahan lama earphonenya",positive,fungsi normal docking charger lumayan moga awet tahan earphonenya
4,kualitas lumayan dengan harga segitu. suara juga bagus..,positive,kualitas lumayan harga segitu suara bagus
5,produk sesuai pic. bisa digunakan dgn baik. oke.. smg awet. dkin sukses tokonya. terimakasih,positive,produk sesuai gambar guna baik oke moga awet dkin sukses toko terima kasih
5,barangnya oke dan berfungsi dengan baik,positive,barang oke fungsi baik
5,nice,positive,nice
5,"sudah sampai tepat waktu, packing aman, sudah dicoba charge 100% dipakai aman.. semoga awet.. terima kasih seller & toped.. :)",positive,sampai waktu packing aman coba charge pakai aman moga awet terima kasih jual tokopedia
5,terima kasih barang sudah di terima dengan baik,positive,terima kasih barang di terima baik
5,"sellernya aga slow respon, tapi barang bagus alhamdulillah",positive,sellernya slow respon barang bagus alhamdulillah
5,packing aman rapih cepat berfungsi,positive,packing aman rapih cepat fungsi
5,kualitas ok sesuai postingan. pengiriman cepat,positive,kualitas sesuai postingan kirim cepat
5,"berfungsi dengan baik, bahan berkualitas, seler cepat tanggap...",positive,fungsi baik bahan kualitas jual cepat tanggap
